Customer_ID,Age,Gender,Annual_Income,Spending_Score,Region,Marital_Status,Num_of_Children,Employment_Status,Credit_Score,Online_Shopping_Frequency,Target
CUST_13083,53,Male,105407,87,North,Married,1,Student,591,8,0
CUST_7458,49,Male,27134,96,North,Widowed,0,Unemployed,462,10,1
CUST_5677,18,Female,146737,98,West,Widowed,4,Unemployed,331,6,0
CUST_9487,38,Male,25172,83,South,Married,3,Retired,468,2,0
CUST_15332,42,Female,108437,34,North,Single,0,Student,662,17,0
CUST_4378,23,Female,44169,91,West,Single,4,Student,534,3,0
CUST_11291,33,Female,116746,66,North,Widowed,0,Unemployed,368,13,1
CUST_387,48,Female,41410,21,North,Single,4,Student,444,3,0
CUST_13316,21,Male,44732,81,North,Married,3,Student,726,18,0
CUST_4396,41,Female,40381,22,West,Divorced,2,Retired,682,12,1
CUST_3866,56,Male,54444,90,North,Single,0,Unemployed,574,6,0
CUST_2768,40,Male,137737,64,South,Single,4,Student,694,8,1
CUST_10132,38,Male,135482,79,West,Single,4,Unemployed,698,17,1
CUST_4756,39,Female,33954,11,West,Divorced,3,Retired,582,6,1
CUST_2206,61,Female,87635,51,North,Widowed,1,Employed,711,17,0
CUST_1019,48,Male,83647,57,North,Widowed,1,Unemployed,689,15,0
CUST_14786,37,Male,78084,28,East,Married,4,Employed,762,10,0
CUST_1498,54,Female,35468,56,East,Divorced,2,Unemployed,568,15,0
CUST_1384,33,Male,28695,84,East,Divorced,2,Employed,557,2,0
CUST_12449,61,Female,138523,45,West,Single,2,Unemployed,331,16,1
CUST_10199,66,Male,44864,27,North,Married,4,Employed,393,12,1
CUST_4304,25,Male,102303,48,North,Widowed,4,Employed,585,7,1
CUST_11790,53,Male,102956,11,South,Married,4,Employed,685,16,1
CUST_878,69,Male,133281,63,West,Divorced,4,Employed,798,0,0
CUST_5426,19,Female,149359,83,South,Single,3,Unemployed,300,0,0
CUST_6426,69,Male,144054,54,North,Married,4,Employed,335,11,1
CUST_8528,61,Female,116612,10,North,Divorced,2,Student,485,8,0
CUST_4736,58,Male,67853,21,East,Widowed,0,Employed,466,12,1
CUST_2761,26,Female,90706,94,East,Divorced,0,Employed,336,12,1
CUST_1003,66,Male,123872,5,East,Divorced,4,Retired,736,8,0
CUST_15174,54,Female,103247,31,West,Married,3,Student,644,7,0
CUST_5899,25,Male,60231,6,South,Divorced,0,Unemployed,754,6,0
CUST_13355,49,Male,81657,25,East,Single,2,Retired,640,3,0
CUST_1220,28,Female,98957,94,South,Divorced,1,Employed,610,10,0
CUST_231,48,Female,67765,63,South,Single,2,Employed,659,5,0
CUST_4362,46,Male,68439,16,North,Widowed,1,Employed,352,11,1
CUST_8962,25,Male,92440,81,North,Married,2,Unemployed,332,1,0
CUST_8685,48,Female,70164,17,North,Married,1,Employed,523,14,0
CUST_6019,26,Male,42372,54,West,Single,4,Employed,839,0,1
CUST_8581,31,Female,28673,9,North,Widowed,1,Student,517,9,1
CUST_2690,40,Male,132486,15,North,Single,1,Student,337,19,0
CUST_8219,57,Male,65671,98,West,Single,0,Student,420,5,0
CUST_10967,37,Female,140440,17,West,Single,0,Employed,758,1,1
CUST_8225,47,Male,146257,97,North,Single,2,Student,338,16,0
CUST_8445,42,Female,55981,61,South,Single,3,Employed,777,7,0
CUST_7935,39,Female,102664,34,West,Single,0,Retired,485,8,0
CUST_5983,22,Female,144105,9,South,Widowed,0,Unemployed,363,7,0
CUST_7169,39,Male,33403,62,West,Married,3,Retired,619,6,1
CUST_7753,55,Male,140923,14,East,Widowed,3,Student,367,10,0
CUST_15026,23,Male,119002,8,North,Married,0,Student,596,1,1
CUST_2695,23,Female,128667,75,West,Widowed,3,Student,413,1,1
CUST_12591,54,Male,40515,56,East,Married,1,Retired,587,6,1
CUST_6080,43,Female,39484,81,South,Widowed,3,Retired,391,6,0
CUST_9618,23,Male,129704,11,South,Widowed,3,Student,335,16,1
CUST_13171,53,Female,144587,36,North,Single,2,Employed,572,19,0
CUST_3580,58,Female,149769,33,South,Widowed,4,Student,705,12,0
CUST_13832,22,Female,91074,52,South,Single,3,Unemployed,562,5,0
CUST_12954,45,Male,90728,3,North,Divorced,4,Retired,644,15,0
CUST_7187,30,Male,137710,59,North,Divorced,1,Unemployed,726,5,0
CUST_4206,64,Male,23599,29,West,Married,2,Retired,505,12,0
CUST_2799,64,Male,57380,81,North,Married,0,Retired,604,0,0
CUST_5852,22,Male,20379,26,South,Married,3,Employed,347,1,0
CUST_5050,68,Male,40256,39,West,Widowed,0,Unemployed,555,1,0
CUST_3853,58,Female,20993,95,North,Divorced,1,Student,365,17,0
CUST_12515,43,Female,22814,16,South,Single,2,Retired,505,0,0
CUST_13161,27,Male,86325,93,South,Divorced,0,Employed,686,13,0
CUST_5387,59,Male,108301,97,West,Married,2,Retired,661,1,0
CUST_10146,24,Male,68917,23,North,Divorced,4,Unemployed,798,15,0
CUST_9472,49,Male,134151,96,North,Widowed,4,Student,679,5,1
CUST_10201,50,Female,71584,71,East,Single,1,Retired,617,15,0
CUST_2876,66,Male,39148,61,North,Divorced,1,Retired,409,3,0
CUST_4333,48,Male,137853,51,South,Widowed,1,Employed,694,8,0
CUST_12435,34,Female,40839,23,North,Married,3,Student,510,6,0
CUST_6067,24,Female,22668,7,West,Widowed,3,Unemployed,555,10,0
CUST_1812,57,Male,96199,11,East,Married,1,Unemployed,756,16,0
CUST_13025,41,Female,95952,84,South,Widowed,2,Retired,785,15,0
CUST_14372,53,Male,138742,95,South,Divorced,2,Employed,412,2,0
CUST_15121,24,Female,29790,93,East,Widowed,4,Employed,448,19,0
CUST_6743,61,Male,67002,18,South,Single,1,Student,300,8,0
CUST_10697,42,Female,35363,11,South,Single,0,Retired,380,1,0
CUST_6808,40,Male,43107,77,West,Married,4,Unemployed,669,17,0
CUST_4194,35,Male,137373,44,South,Married,2,Unemployed,723,9,1
CUST_13797,50,Female,133629,43,North,Married,0,Employed,530,8,0
CUST_6111,36,Male,139249,31,West,Married,2,Unemployed,564,8,0
CUST_9217,46,Female,88843,11,South,Single,0,Retired,605,19,1
CUST_13042,37,Female,45095,47,North,Single,3,Employed,842,13,1
CUST_4193,67,Male,143916,89,East,Single,2,Unemployed,321,13,0
CUST_9774,56,Female,81480,60,North,Married,1,Unemployed,471,18,0
CUST_759,25,Male,90843,69,East,Married,4,Employed,328,8,0
CUST_9372,35,Female,29691,50,North,Married,2,Unemployed,611,12,1
CUST_9846,68,Female,34418,11,East,Widowed,3,Student,654,12,0
CUST_9593,64,Male,121760,83,South,Widowed,1,Employed,816,9,0
CUST_10869,38,Female,71799,51,North,Single,3,Student,329,17,0
CUST_9647,36,Male,126383,46,West,Widowed,1,Retired,572,16,0
CUST_14124,18,Female,101226,28,West,Widowed,3,Unemployed,443,6,0
CUST_1773,64,Female,38180,95,South,Divorced,0,Student,637,8,0
CUST_2766,26,Female,129568,16,North,Divorced,1,Student,362,7,0
CUST_14119,53,Male,135475,23,East,Divorced,0,Unemployed,458,10,0
CUST_8438,43,Female,71288,77,South,Single,4,Employed,802,8,1
CUST_7122,68,Female,138868,49,South,Widowed,3,Unemployed,757,11,0
CUST_12877,47,Female,121316,17,West,Widowed,1,Retired,510,18,1
CUST_5242,65,Male,73840,11,West,Married,2,Unemployed,551,1,0
CUST_642,39,Male,44322,86,West,Widowed,4,Student,603,15,0
CUST_2994,59,Female,68739,42,West,Married,1,Employed,566,14,0
CUST_635,20,Male,117552,47,East,Widowed,1,Unemployed,772,1,1
CUST_10304,48,Male,81189,40,West,Single,1,Retired,791,0,1
CUST_11265,18,Male,147668,79,South,Married,1,Unemployed,527,6,0
CUST_1794,21,Female,89179,37,East,Widowed,1,Unemployed,701,7,0
CUST_14953,52,Female,20441,64,South,Widowed,2,Retired,387,2,0
CUST_7366,53,Male,135174,35,South,Married,2,Student,645,17,0
CUST_7932,19,Male,84735,44,East,Widowed,0,Student,825,4,0
CUST_1648,69,Female,97730,49,North,Single,1,Retired,331,3,0
CUST_271,52,Female,137851,73,South,Widowed,3,Unemployed,531,14,0
CUST_9673,67,Male,144355,25,South,Widowed,1,Student,688,16,0
CUST_223,35,Female,117453,79,North,Widowed,0,Student,427,9,1
CUST_10671,55,Female,77246,8,West,Divorced,4,Employed,552,8,0
CUST_1385,69,Male,33067,42,East,Married,0,Retired,337,2,0
CUST_2582,21,Male,148228,5,East,Widowed,1,Employed,476,0,0
CUST_12664,41,Male,135490,20,North,Single,0,Student,429,0,0
CUST_7721,59,Male,65469,4,West,Married,0,Student,486,1,0
CUST_11796,65,Male,67240,68,North,Single,1,Unemployed,590,13,0
CUST_14988,68,Female,98061,27,West,Widowed,4,Unemployed,494,6,0
CUST_15458,22,Male,113102,60,West,Widowed,1,Student,416,1,0
CUST_14234,50,Female,114787,79,West,Widowed,1,Retired,655,11,0
CUST_6331,63,Female,143407,61,East,Married,4,Employed,787,12,0
CUST_2359,20,Male,146497,62,North,Widowed,2,Unemployed,473,16,0
CUST_1644,42,Female,23641,36,North,Divorced,2,Employed,672,8,0
CUST_13079,46,Female,97969,6,West,Single,4,Unemployed,635,9,0
CUST_1443,24,Female,58150,91,West,Divorced,2,Retired,556,12,1
CUST_6051,69,Male,83262,52,East,Married,1,Unemployed,645,11,0
CUST_12791,48,Female,132468,30,East,Widowed,4,Student,806,0,1
CUST_3563,25,Male,147081,63,West,Married,4,Employed,330,0,0
CUST_4033,40,Female,107246,23,South,Divorced,0,Student,407,13,0
CUST_11628,45,Female,127984,39,West,Single,4,Student,664,9,0
CUST_7846,21,Female,23031,84,South,Married,4,Student,706,9,0
CUST_1142,65,Female,46214,30,South,Married,2,Employed,821,13,0
CUST_1505,57,Male,125753,19,South,Single,4,Student,648,6,1
CUST_4405,20,Female,48332,62,West,Divorced,0,Student,718,8,1
CUST_8105,64,Male,67518,89,East,Divorced,1,Unemployed,713,6,0
CUST_1419,50,Female,134939,88,North,Divorced,3,Unemployed,362,0,0
CUST_66,23,Female,42552,91,North,Divorced,0,Unemployed,465,14,0
CUST_7731,28,Male,68907,65,South,Married,0,Retired,685,15,0
CUST_1828,58,Female,31713,18,South,Widowed,4,Retired,456,7,0
CUST_1256,38,Female,130240,4,South,Married,2,Retired,848,7,0
CUST_487,30,Male,100745,1,East,Widowed,0,Retired,486,16,0
CUST_4876,34,Male,26815,36,West,Married,4,Student,645,14,0
CUST_9901,62,Female,77673,98,West,Single,1,Unemployed,482,6,0
CUST_2745,21,Male,119057,74,South,Married,0,Employed,699,14,0
CUST_14289,67,Female,102572,52,North,Divorced,1,Student,753,13,1
CUST_3969,62,Male,70765,16,West,Divorced,1,Student,370,9,1
CUST_3294,69,Male,53309,95,North,Divorced,3,Employed,623,14,0
CUST_8877,21,Male,133550,38,North,Single,4,Retired,572,15,1
CUST_11012,28,Female,46348,1,West,Single,2,Employed,723,15,0
CUST_9196,51,Male,119801,24,South,Married,2,Employed,558,12,0
CUST_807,68,Female,129916,29,North,Married,1,Student,322,9,1
CUST_5237,49,Male,65866,84,South,Widowed,1,Employed,337,5,0
CUST_14527,57,Female,95712,63,East,Widowed,3,Unemployed,565,3,0
CUST_5301,64,Female,69333,19,North,Widowed,2,Student,588,10,0
CUST_13312,57,Male,96342,88,East,Single,2,Unemployed,390,10,0
CUST_10752,63,Male,80434,24,East,Widowed,1,Student,734,7,0
CUST_1598,44,Female,101806,62,South,Divorced,1,Employed,712,13,0
CUST_10490,58,Male,61622,31,North,Married,3,Retired,406,13,0
CUST_5478,43,Male,74601,44,East,Widowed,4,Unemployed,621,10,0
CUST_6591,30,Female,104040,98,West,Single,0,Retired,317,14,1
CUST_5765,64,Male,82784,2,West,Widowed,3,Unemployed,803,6,1
CUST_7171,54,Female,86558,15,South,Single,3,Unemployed,569,18,0
CUST_13165,65,Female,87448,57,West,Married,1,Student,460,13,0
CUST_9742,46,Female,46909,49,East,Widowed,3,Employed,706,15,0
CUST_9687,43,Male,74224,44,West,Single,3,Unemployed,329,3,0
CUST_12440,35,Male,113503,49,East,Single,1,Unemployed,828,13,0
CUST_15046,56,Female,119495,60,East,Divorced,2,Student,317,12,0
CUST_571,59,Female,67956,40,West,Single,2,Retired,432,16,0
CUST_10160,22,Male,138312,77,East,Divorced,1,Student,529,15,1
CUST_1726,45,Male,137403,41,West,Married,0,Employed,554,17,1
CUST_8253,36,Male,145538,15,West,Widowed,2,Unemployed,718,1,0
CUST_14952,41,Male,137964,49,East,Widowed,3,Employed,493,8,1
CUST_11378,64,Female,65899,23,East,Widowed,2,Retired,605,7,0
CUST_6641,39,Male,135686,53,West,Divorced,0,Student,593,6,0
CUST_13826,36,Female,99886,2,South,Married,4,Unemployed,679,1,0
CUST_4031,31,Male,90300,82,South,Divorced,1,Student,630,13,0
CUST_5967,28,Female,61469,7,South,Divorced,0,Retired,517,5,0
CUST_7651,35,Male,67444,10,East,Widowed,4,Student,312,16,0
CUST_14401,59,Female,47989,18,South,Divorced,2,Employed,565,18,1
CUST_34,32,Male,75839,26,South,Married,3,Retired,816,6,0
CUST_6106,53,Male,81085,51,East,Married,0,Unemployed,324,14,0
CUST_13429,39,Female,72505,33,East,Single,3,Retired,720,8,0
CUST_1913,62,Female,99574,6,West,Single,1,Unemployed,779,9,1
CUST_1117,50,Female,63840,87,West,Divorced,2,Employed,404,17,0
CUST_15415,34,Male,55978,99,West,Divorced,1,Retired,308,11,1
CUST_11465,19,Male,80534,73,North,Single,4,Retired,355,1,0
CUST_7748,19,Female,127724,28,East,Married,0,Employed,796,9,0
CUST_12474,40,Female,41378,24,West,Widowed,0,Employed,703,10,1
CUST_2439,23,Female,65411,57,South,Widowed,3,Retired,489,4,0
CUST_5854,62,Male,38123,1,South,Widowed,3,Employed,692,10,0
CUST_514,64,Female,79006,49,South,Divorced,2,Student,427,10,0
CUST_2371,53,Female,86753,51,West,Single,4,Unemployed,499,10,1
CUST_4343,50,Female,63327,64,East,Married,1,Employed,663,15,0
CUST_3603,62,Male,62145,44,South,Widowed,3,Unemployed,682,18,1
CUST_5064,49,Male,130877,58,East,Widowed,1,Unemployed,502,13,0
CUST_9034,41,Male,80577,30,South,Married,0,Student,843,17,0
CUST_14725,39,Female,41267,14,East,Divorced,3,Student,834,8,0
CUST_4911,29,Female,98612,30,West,Married,1,Retired,439,16,0
CUST_4833,22,Male,29898,31,East,Widowed,1,Retired,658,14,0
CUST_14770,44,Female,76859,14,South,Married,4,Student,673,11,1
CUST_11705,24,Male,87761,72,West,Single,2,Unemployed,586,14,0
CUST_2899,42,Male,41326,29,East,Married,0,Student,734,15,0
CUST_11339,21,Male,36893,38,North,Widowed,0,Student,523,16,0
CUST_15456,59,Male,86420,93,East,Widowed,2,Retired,491,5,0
CUST_14568,24,Male,135059,77,North,Widowed,2,Student,406,16,0
CUST_9116,29,Male,64443,74,South,Divorced,2,Unemployed,728,9,1
CUST_10630,51,Male,146060,94,West,Widowed,0,Unemployed,349,15,0
CUST_6314,25,Male,86178,41,North,Widowed,3,Student,655,6,0
CUST_6254,31,Male,74045,90,West,Widowed,4,Retired,361,19,0
CUST_6796,22,Female,77138,8,West,Married,4,Unemployed,664,2,1
CUST_5921,57,Female,138564,56,North,Married,3,Unemployed,611,12,1
CUST_5999,39,Female,84992,17,North,Widowed,3,Employed,565,7,1
CUST_2736,41,Male,78898,6,North,Married,2,Unemployed,418,16,0
CUST_10586,42,Male,146508,46,South,Divorced,0,Retired,644,8,1
CUST_9627,62,Male,108499,4,North,Married,1,Student,498,14,1
CUST_5291,66,Male,113627,86,West,Single,0,Student,492,16,1
CUST_5767,32,Female,137812,62,West,Divorced,2,Unemployed,423,7,0
CUST_11007,45,Female,133444,98,East,Divorced,2,Unemployed,445,3,0
CUST_6588,27,Male,111925,24,West,Widowed,3,Employed,658,2,0
CUST_1060,58,Male,106286,56,East,Single,4,Student,706,19,1
CUST_13121,48,Male,59408,44,North,Married,4,Unemployed,760,10,0
CUST_13931,63,Male,55418,14,East,Widowed,1,Employed,731,19,0
CUST_2176,30,Male,127029,98,West,Divorced,2,Unemployed,448,13,0
CUST_11522,60,Female,96427,82,North,Married,3,Unemployed,781,19,0
CUST_7853,32,Male,77803,66,West,Married,0,Unemployed,309,4,1
CUST_5360,45,Female,94820,72,West,Widowed,2,Unemployed,847,0,0
CUST_3466,44,Female,147310,53,West,Widowed,4,Retired,388,13,0
CUST_1963,36,Male,73880,12,West,Single,1,Employed,640,12,1
CUST_7006,41,Female,23896,72,South,Married,1,Retired,750,4,1
CUST_2661,54,Female,105381,58,East,Divorced,4,Student,781,4,0
CUST_1547,49,Male,20272,9,East,Widowed,0,Student,669,12,0
CUST_13240,47,Male,43283,24,North,Widowed,0,Student,438,6,0
CUST_979,47,Female,58775,40,North,Divorced,1,Student,486,5,1
CUST_4007,40,Female,77110,22,West,Widowed,1,Student,413,2,0
CUST_1055,43,Female,59275,8,East,Single,1,Employed,392,9,1
CUST_3670,41,Female,51727,32,South,Married,4,Employed,348,2,0
CUST_1974,53,Female,134474,15,West,Divorced,2,Employed,759,15,0
CUST_3192,20,Female,39132,83,South,Divorced,3,Student,427,15,0
CUST_3636,26,Male,110284,24,North,Divorced,3,Student,708,13,0
CUST_2098,40,Male,62673,19,South,Single,0,Employed,510,11,1
CUST_9746,20,Female,81129,61,East,Single,0,Retired,349,6,0
CUST_14266,51,Male,121750,44,South,Married,2,Retired,672,19,0
CUST_999,27,Male,146966,85,South,Divorced,3,Student,766,12,1
CUST_13667,65,Male,115689,95,West,Single,4,Retired,354,16,0
CUST_8484,66,Male,68818,62,West,Single,2,Unemployed,618,15,1
CUST_12071,28,Female,54322,92,South,Single,3,Employed,348,8,0
CUST_1347,50,Female,128720,39,East,Married,2,Unemployed,593,8,1
CUST_3607,43,Female,127237,93,West,Widowed,4,Unemployed,452,4,1
CUST_2126,39,Male,110251,87,North,Married,2,Unemployed,381,4,0
CUST_6328,67,Male,130359,25,South,Divorced,2,Student,834,11,0
CUST_10202,28,Male,145893,2,East,Widowed,3,Employed,691,1,0
CUST_1188,54,Male,22848,4,North,Single,4,Employed,487,6,1
CUST_12814,51,Female,121832,89,East,Widowed,2,Student,836,17,0
CUST_7625,31,Male,119472,70,West,Divorced,3,Employed,481,3,0
CUST_10407,46,Male,79903,4,South,Divorced,0,Retired,719,9,1
CUST_13827,61,Male,47244,82,West,Divorced,2,Retired,399,17,0
CUST_10450,59,Female,117448,27,West,Widowed,2,Employed,539,13,0
CUST_9124,38,Male,53730,35,East,Divorced,1,Student,642,1,0
CUST_5282,61,Female,98076,73,East,Widowed,2,Student,402,16,1
CUST_4562,52,Female,44476,46,North,Single,2,Retired,631,4,1
CUST_13564,41,Female,29802,8,North,Married,2,Unemployed,656,9,0
CUST_8879,68,Male,32239,58,West,Divorced,1,Student,779,2,0
CUST_7473,24,Female,140247,47,West,Married,4,Retired,368,13,0
CUST_2073,40,Male,87547,93,North,Divorced,4,Retired,413,12,1
CUST_2609,39,Male,113445,57,East,Widowed,2,Retired,359,7,0
CUST_2692,18,Male,103784,79,East,Married,2,Unemployed,687,10,0
CUST_8096,57,Female,125758,97,East,Married,0,Retired,324,17,1
CUST_11319,27,Male,137485,39,North,Single,0,Student,607,3,0
CUST_4301,50,Female,115114,46,East,Divorced,2,Student,659,15,0
CUST_1582,46,Female,106521,56,South,Widowed,4,Employed,366,15,0
CUST_13676,27,Female,110357,62,South,Single,0,Employed,716,9,1
CUST_10868,65,Female,137956,41,East,Divorced,4,Employed,467,9,0
CUST_14386,59,Male,31072,32,East,Widowed,1,Student,786,3,0
CUST_11588,34,Female,117103,52,North,Divorced,1,Student,361,0,0
CUST_2321,47,Male,26765,86,South,Divorced,3,Unemployed,830,13,0
CUST_13892,28,Male,94215,19,West,Single,2,Unemployed,682,15,1
CUST_2247,67,Male,58294,18,South,Divorced,0,Employed,586,8,0
CUST_5474,43,Male,47510,82,East,Married,2,Unemployed,602,13,0
CUST_1803,24,Female,133791,38,North,Married,4,Employed,610,0,0
CUST_12471,21,Male,148678,65,East,Married,0,Retired,354,16,0
CUST_12349,57,Male,120968,25,South,Widowed,2,Student,806,18,1
CUST_10439,56,Female,144567,95,East,Divorced,4,Unemployed,678,8,1
CUST_2679,34,Female,92915,74,West,Widowed,2,Unemployed,473,18,1
CUST_15301,55,Male,68175,86,East,Widowed,4,Employed,753,10,0
CUST_7057,36,Male,33225,46,North,Single,2,Student,303,4,0
CUST_2546,52,Female,25612,80,North,Married,1,Student,541,2,1
CUST_103,23,Female,121898,9,East,Single,4,Retired,758,17,0
CUST_3949,36,Male,95350,52,South,Single,0,Retired,687,0,0
CUST_9374,47,Male,146360,2,North,Single,1,Employed,575,15,0
CUST_8558,35,Female,38213,35,South,Widowed,2,Retired,459,19,0
CUST_11954,31,Male,35724,1,South,Divorced,4,Student,534,5,0
CUST_15287,38,Male,40014,36,East,Married,4,Unemployed,655,13,0
CUST_2623,58,Female,21958,43,East,Widowed,4,Retired,374,7,0
CUST_2478,23,Male,30896,53,North,Widowed,1,Unemployed,826,12,0
CUST_1082,49,Male,148309,94,South,Married,1,Retired,796,8,0
CUST_12972,21,Female,139772,62,West,Widowed,2,Student,416,13,0
CUST_13017,21,Female,35598,68,South,Divorced,3,Unemployed,717,16,0
CUST_2242,21,Female,121373,32,North,Widowed,3,Unemployed,422,17,0
CUST_10571,47,Female,126215,82,East,Widowed,2,Unemployed,752,17,0
CUST_9720,22,Female,135278,74,West,Widowed,2,Employed,701,12,1
CUST_9803,40,Female,105026,40,South,Widowed,4,Student,814,13,1
CUST_12240,52,Female,89581,54,West,Widowed,0,Employed,394,15,0
CUST_3339,59,Female,142622,98,East,Married,0,Employed,391,9,1
CUST_9227,65,Male,130390,63,East,Divorced,3,Employed,646,8,1
CUST_8778,39,Male,92272,82,West,Widowed,2,Retired,411,4,0
CUST_15133,62,Female,132114,63,South,Married,1,Retired,750,12,0
CUST_2222,67,Female,38483,57,North,Married,4,Student,752,3,0
CUST_503,24,Male,130896,91,South,Divorced,4,Unemployed,419,9,0
CUST_5781,28,Male,62906,99,East,Married,0,Retired,559,9,0
CUST_4812,27,Male,93179,72,East,Single,1,Unemployed,439,15,0
CUST_916,68,Female,50451,36,North,Widowed,1,Student,687,7,0
CUST_4066,45,Male,45333,4,South,Divorced,0,Retired,484,7,0
CUST_7483,65,Female,79743,67,South,Widowed,0,Retired,513,7,0
CUST_7344,66,Female,64533,34,North,Single,2,Retired,311,14,0
CUST_14891,20,Male,130964,78,East,Divorced,0,Unemployed,842,1,0
CUST_12331,69,Male,128592,38,North,Married,2,Student,394,8,0
CUST_12258,29,Male,73761,90,South,Married,4,Retired,814,9,0
CUST_8519,57,Female,33682,72,North,Single,1,Employed,407,6,0
CUST_1306,36,Female,66494,25,West,Single,3,Retired,807,10,1
CUST_4074,55,Female,91272,79,North,Widowed,4,Unemployed,683,4,0
CUST_518,20,Male,142397,64,East,Single,0,Retired,731,15,0
CUST_12350,27,Female,137060,47,West,Divorced,3,Retired,304,19,1
CUST_6271,42,Female,51680,6,North,Married,1,Employed,339,9,0
CUST_9887,24,Male,133101,87,South,Married,0,Retired,396,17,0
CUST_5893,58,Male,27094,16,East,Divorced,4,Retired,841,7,0
CUST_907,51,Female,142557,22,West,Single,2,Retired,510,19,0
CUST_5279,58,Male,126897,88,South,Widowed,4,Student,524,18,0
CUST_1893,52,Female,126882,50,North,Divorced,3,Unemployed,441,2,0
CUST_6174,43,Male,55675,2,West,Single,4,Unemployed,716,10,0
CUST_3657,57,Female,96566,61,West,Widowed,3,Unemployed,523,15,0
CUST_7906,40,Female,84414,40,East,Single,4,Unemployed,459,7,0
CUST_4587,42,Male,62022,71,West,Divorced,3,Student,351,4,1
CUST_11672,27,Female,26754,83,North,Widowed,2,Employed,616,14,1
CUST_7501,27,Female,34630,20,South,Widowed,1,Unemployed,630,9,0
CUST_14338,47,Female,121898,17,West,Widowed,4,Retired,808,8,0
CUST_12113,34,Female,62362,54,North,Married,2,Student,591,17,0
CUST_3995,62,Female,69540,47,South,Widowed,4,Student,470,1,0
CUST_8492,39,Female,73828,26,East,Married,4,Employed,475,9,0
CUST_2313,54,Male,113658,8,North,Divorced,2,Retired,517,14,0
CUST_3759,47,Male,121322,89,South,Married,3,Student,728,4,1
CUST_12062,30,Male,69267,42,West,Married,4,Unemployed,377,1,0
CUST_1659,67,Male,45458,93,South,Married,1,Employed,722,0,0
CUST_211,38,Female,71170,31,South,Married,1,Employed,470,5,1
CUST_11312,34,Male,47237,85,East,Widowed,2,Unemployed,816,19,1
CUST_4387,25,Male,97007,43,South,Divorced,4,Retired,340,19,0
CUST_10909,19,Male,48866,1,North,Widowed,0,Retired,690,17,1
CUST_12477,57,Female,104534,37,East,Married,4,Retired,336,6,1
CUST_8432,55,Male,123667,20,North,Divorced,2,Unemployed,675,16,1
CUST_39,43,Female,129820,78,West,Single,1,Retired,633,9,1
CUST_13971,28,Female,58005,78,South,Widowed,2,Employed,429,9,0
CUST_12825,41,Female,128539,83,West,Divorced,1,Unemployed,572,1,1
CUST_4583,49,Male,20576,35,West,Divorced,3,Retired,325,10,1
CUST_1788,37,Female,142645,59,South,Divorced,3,Student,392,15,0
CUST_11843,47,Female,104233,72,West,Married,2,Student,719,17,0
