dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,params_str
0,0.1029205322265625,0.01068114886858577,0.0159027099609375,0.003839419203027803,gini,17,10,24,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 24}",0.8338366679250031,0.8842040053818083,0.8287307256729679,0.8497836629206958,0.8368469959636438,0.8466804115728237,0.020007495088626245,122,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 24}"
0,0.10797410011291504,0.007554886907129615,0.013357210159301757,0.004701100826748805,gini,17,10,12,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 12}",0.8223277288962453,0.8757102341473803,0.8166748942513381,0.853258607505493,0.8354144282796606,0.8406771786160234,0.021569032586598227,157,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 12}"
0,0.09821224212646484,0.007194574161252165,0.016172027587890624,0.004116935222272554,gini,17,10,12,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 12}",0.8220179845321409,0.8745099747364753,0.817400857604708,0.852890786073119,0.8391652389387384,0.8411969683770364,0.020903195921845825,152,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 12}"
0,0.09520111083984376,0.0116576887380176,0.016527652740478516,0.004648479888425446,gini,17,10,25,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}",0.8343206434939165,0.879790148193319,0.8261027383337688,0.8526439585329733,0.8426934208361163,0.8471101818780188,0.018563381356211047,118,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}"
0,0.09570851325988769,0.012212610603797991,0.01401505470275879,0.003697539813874014,gini,17,10,54,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 54}",0.8523535731916254,0.9034275149790438,0.842398195739079,0.8707978821229104,0.8613700380404797,0.8660694408146277,0.020921381966743827,19,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 54}"
0,0.09352188110351563,0.002397362984187755,0.019281959533691405,0.0045544767433453055,gini,17,10,37,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 37}",0.8312957961882085,0.8932253099863519,0.8393927074561276,0.8573385215514321,0.8564576860160098,0.855542004239626,0.021320299580646504,76,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 37}"
0,0.08898038864135742,0.009240027110500745,0.01665797233581543,0.003395150958092284,gini,17,10,41,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 41}",0.8431435181152056,0.9002526352469729,0.8415802770276157,0.869215282012564,0.8588436855707523,0.8626070795946221,0.02142884031301984,56,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 41}"
0,0.09995002746582031,0.009645900097811997,0.014940643310546875,0.004873943881670149,gini,17,10,25,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}",0.8335462825836553,0.8799788986651954,0.8271578050739998,0.8529101450958756,0.8465361868532877,0.8480258636544027,0.018396771050767115,114,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}"
0,0.09432797431945801,0.0050999002195680435,0.017521762847900392,0.005682166790093497,gini,17,10,4,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 4}",0.822608434726215,0.8805015922796218,0.8081472447270862,0.8483801337708472,0.8364646552642023,0.8392204121535946,0.02464601410654505,188,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 4}"
0,0.09466762542724609,0.010433474701772472,0.012331199645996094,0.004175864330032355,gini,17,10,23,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}",0.8296018816970121,0.8790593450842602,0.8198884920289223,0.8548218485930831,0.8379456205050769,0.8442634375816709,0.02083866227129944,128,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}"
0,0.09773311614990235,0.01110240319868104,0.017770147323608397,0.002921152132381486,gini,17,10,54,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 54}",0.8523535731916254,0.9034275149790438,0.8426450232792249,0.8707978821229104,0.8613700380404797,0.8661188063226568,0.020865686787984027,18,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 54}"
0,0.08906641006469726,0.005096363368529746,0.018869829177856446,0.0014336956063547097,gini,17,10,3,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}",0.8220083050207627,0.8791464606866646,0.817473453940045,0.8495900726931304,0.8385893080117316,0.8413615200704669,0.02212818389088282,149,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}"
0,0.08998465538024902,0.006107807954214417,0.01673722267150879,0.0029236591059497072,gini,17,10,25,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}",0.8331300635943897,0.879790148193319,0.8233634366137197,0.8526681573114189,0.8450213433225892,0.8467946298070874,0.019298125754189252,120,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 25}"
0,0.09441552162170411,0.008864945423544055,0.018795871734619142,0.0035989360679730352,gini,17,10,45,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}",0.8443921750830019,0.9057844759996516,0.8420061755282594,0.8691281664101596,0.8606247156643532,0.8643871417370852,0.023026414349127975,37,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}"
0,0.09461555480957032,0.008458295764586747,0.01910262107849121,0.0008182251421017204,gini,17,10,31,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 31}",0.833536603072277,0.8887969335307955,0.8385989875231099,0.8481865435432819,0.859487373077407,0.8537212881493744,0.019648346088502612,95,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 31}"
0,0.08642616271972656,0.004382521257791527,0.021712303161621094,0.0035925561970157876,gini,17,10,39,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 39}",0.8329848709237158,0.8927752127072626,0.8392475147854537,0.8704203811791581,0.8582193570868543,0.8587294673364889,0.021625823343643647,64,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 39}"
0,0.09986696243286133,0.013908979591859232,0.01701970100402832,0.0030291036108885984,gini,17,10,3,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}",0.8209387190134643,0.8787786392542905,0.8202224351714724,0.8491980524823107,0.8307440640396472,0.839976381992237,0.02203878897184107,175,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 3}"
0,0.09395251274108887,0.007178360307666496,0.018959236145019532,0.0025772894251006903,gini,17,10,22,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 22}",0.8294131312251358,0.8795530001645516,0.8216598426111451,0.8524794068395428,0.8366243672019438,0.8439459496084638,0.020504442863987525,130,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 22}"
0,0.0908327579498291,0.007648386576390165,0.015149211883544922,0.003654781825709553,gini,17,10,34,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 34}",0.8321717919679414,0.8957371431890118,0.8396637337747191,0.8537619420971629,0.8526778368227972,0.8548024895703265,0.022011693057249666,83,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 34}"
0,0.09394068717956543,0.007717322875717939,0.015268802642822266,0.004295222019983834,gini,17,10,13,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 13}",0.8231311283406414,0.8746261288730144,0.820933879257775,0.8529004655844973,0.8409607882994067,0.842510478071067,0.01991420205619172,137,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 13}"
0,0.09070382118225098,0.006806491372347007,0.01463179588317871,0.005299790572761261,gini,17,10,59,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 59}",0.8615684680237342,0.9030790525694263,0.8477945233324622,0.8722933666308526,0.862328309666928,0.8694127440446808,0.01855148328126351,8,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 59}"
0,0.0958869457244873,0.007843157988422753,0.01762104034423828,0.003225995577536898,gini,17,10,23,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}",0.8288904376107096,0.8790593450842602,0.8176815634346778,0.8530214594767255,0.8358258075132368,0.842895722623922,0.021411322555415654,135,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 23}"
0,0.08969559669494628,0.013832035830434346,0.014534235000610352,0.004436101641481338,gini,17,10,45,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}",0.8443921750830019,0.905474731635547,0.8414302446012526,0.8691281664101596,0.8615829872908015,0.8644016610041525,0.023001510404019196,36,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}"
0,0.09138698577880859,0.007215505697218776,0.018074655532836915,0.004058202352839546,gini,17,10,26,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 26}",0.8346158685909534,0.8799401806196823,0.8204450639331727,0.8492851680847151,0.8450213433225892,0.8458615249102225,0.019729385633107555,126,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 26}"
0,0.09247584342956543,0.007605507667252884,0.01591038703918457,0.0025471654047710935,gini,17,10,50,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 50}",0.8452972093968697,0.9022175760567606,0.842611144989401,0.8720320198236393,0.8614281151087494,0.8647172130750841,0.021616736923176273,27,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 50}"
0,0.09322395324707031,0.004101435017697849,0.013815832138061524,0.002487693680909297,gini,17,10,28,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 28}",0.8395475796381798,0.8856317333101026,0.8308747374432539,0.8532634472611822,0.855223548315281,0.8529082091935999,0.01865634647741534,105,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 28}"
0,0.0826962947845459,0.005198183465512528,0.017934131622314452,0.005817813385434185,gini,17,10,60,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 60}",0.8615684680237342,0.9030790525694263,0.8484575698618734,0.8722933666308526,0.862328309666928,0.8695453533505629,0.01839821508627707,6,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 60}"
0,0.09106545448303223,0.0039726367873682165,0.019222354888916014,0.0021413967690956993,gini,17,10,43,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 43}",0.8443921750830019,0.9010221564015449,0.8423643174492552,0.869215282012564,0.8590663143324524,0.8632120490557635,0.021314998049809117,53,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 43}"
0,0.09631819725036621,0.008929992000117973,0.02133207321166992,0.004639227325172536,gini,17,10,29,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 29}",0.8400121961843365,0.890350495107007,0.8312473986313171,0.8523584129473144,0.8624783420932911,0.8552893689926533,0.020498598731906334,80,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 29}"
0,0.09525094032287598,0.00980845255388242,0.014780855178833008,0.0063879472833059565,gini,17,10,17,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 17}",0.8207644878086555,0.8800321359777757,0.8136161686558063,0.8486318010666821,0.8407091210035718,0.8407507429024983,0.023413142310803006,156,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 17}"
0,0.103509521484375,0.02031479533643414,0.019611835479736328,0.0019957916979287853,gini,17,10,16,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}",0.8235425075742178,0.8751149441976168,0.8105332442818285,0.8489705839649214,0.835612858262915,0.8387548276562999,0.022199838620882886,192,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 16}"
0,0.11850314140319824,0.018507502644559953,0.017238473892211913,0.0035160811024600534,gini,17,10,48,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 48}",0.8447067592027955,0.9054505328571014,0.841706110675533,0.8667276475883499,0.8614281151087494,0.8640038330865059,0.02280985706051424,45,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 48}"
0,0.0997589111328125,0.015855494847893208,0.029269981384277343,0.010728227756421606,gini,17,10,52,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 52}",0.8456601910735546,0.9020191460735062,0.840757518560463,0.8707688435887756,0.8606537541984881,0.8639718906989575,0.021812967046753493,47,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 52}"
0,0.11111774444580078,0.023101370314265065,0.0164431095123291,0.008562153369888234,gini,17,10,45,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}",0.8443921750830019,0.9057844759996516,0.8431289988481382,0.8649369379833707,0.8615829872908015,0.8639651150409928,0.022683569560549396,48,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 45}"
0,0.0953864574432373,0.008529333732461454,0.016489315032958984,0.004273856893436122,gini,17,10,56,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 56}",0.8615684680237342,0.9037324195874593,0.8473202272749272,0.870594612383967,0.8613700380404797,0.8689171530621136,0.01893307145398042,12,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 56}"
0,0.10362114906311035,0.0195184932983875,0.015498065948486328,0.004782713611342421,gini,17,10,53,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 53}",0.8532392484827367,0.9017432799992257,0.8422820416025398,0.8707978821229104,0.8620863218824714,0.8660297548179768,0.0202054077784094,22,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 53}"
0,0.09027361869812012,0.0038738838997332205,0.015354204177856445,0.0050452079623636,gini,17,10,58,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 58}",0.8615684680237342,0.9028951418532392,0.8475380162809382,0.8734210297064204,0.8630929910658109,0.8697031293860287,0.018529389398838258,1,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 58}"
0,0.09609713554382324,0.0040602439262517045,0.013898611068725586,0.005537661822002866,gini,17,10,4,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 4}",0.8237070592676483,0.8795530001645517,0.8105187250147612,0.8487285961804647,0.8382118070679792,0.8401438375390808,0.02357255986750582,168,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 4}"
0,0.09722223281860351,0.006887517742464769,0.017734766006469727,0.001729840955772244,gini,17,10,38,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 38}",0.8332220189524834,0.893196271452217,0.8396734132860973,0.8615684680237341,0.8555865299919659,0.8566493403412995,0.020966769152443696,73,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 38}"
0,0.08948197364807128,0.0060254185309219855,0.015240335464477539,0.002254236147148606,gini,17,10,52,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 52}",0.8456601910735546,0.9020191460735062,0.8420352140623941,0.8707688435887756,0.8606537541984881,0.8642274297993436,0.021545356176342376,38,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 52}"
0,0.10318107604980468,0.01758597341075788,0.018441200256347656,0.006206122132884203,gini,17,10,8,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 8}",0.8224729215669194,0.8763345626312784,0.8175218514969365,0.8489899429876779,0.8350224080688406,0.8400683373503306,0.021157685253916696,172,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 8}"
0,0.09555583000183106,0.012413157351986769,0.017891740798950194,0.005922200771922835,gini,17,10,22,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 22}",0.8287162064059007,0.8748051998335123,0.8116318688232618,0.8496191112272652,0.8357241726437651,0.840099311786741,0.021233169739883345,170,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 22}"
0,0.10394997596740722,0.019896203085697006,0.02641458511352539,0.013199187247113074,gini,17,10,10,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}",0.8224874408339866,0.8800272962220868,0.817328261269371,0.8531327738575756,0.8347900997957624,0.8415531743957565,0.022849214272170817,145,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 10}"
0,0.09922981262207031,0.01775027622737369,0.015886926651000978,0.003211421252674716,gini,17,10,40,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}",0.8330768262818093,0.8924848273659145,0.8384344358296794,0.8650385728528424,0.8593905779636244,0.8576850480587741,0.021185648204377634,69,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 40}"
0,0.11971035003662109,0.017024491950398204,0.026923990249633788,0.011977313334448679,gini,17,10,19,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 19}",0.822608434726215,0.8756811956132453,0.8186737133509498,0.8498078616991415,0.8389474499327275,0.8411437310644558,0.02059702004812856,153,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 19}"
0,0.09363231658935547,0.006907322224288707,0.014492082595825195,0.0032705793344028873,gini,17,10,5,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 5}",0.8241958745922507,0.8751681815101973,0.819477112795346,0.8491980524823107,0.8392620340525211,0.8414602510865252,0.01991103898284311,147,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 5}"
0,0.13151278495788574,0.014632401004728415,0.02095818519592285,0.007731198741765657,gini,17,10,26,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 26}",0.8354579860808626,0.879819186727454,0.8283435452178374,0.8495223161134826,0.8426934208361163,0.8471672909951504,0.017794095532427424,117,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 26}"
0,0.11050472259521485,0.01921793980403888,0.01658945083618164,0.008002920420442941,gini,17,10,15,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 15}",0.8238377326712549,0.8749552322598755,0.8086941371199582,0.852890786073119,0.8396443747519625,0.840004452575234,0.022932260830474036,174,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 15}"
0,0.09417452812194824,0.009368630532004488,0.015278339385986328,0.004510112779449223,gini,17,10,51,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 51}",0.8452972093968697,0.9020481846076409,0.8410043461006088,0.8707688435887756,0.8619120906776627,0.8642061348743116,0.021800105401019607,39,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 51}"
0,0.1102372646331787,0.018158188558853247,0.014628791809082031,0.0028316214030849537,gini,17,10,59,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 59}",0.8615684680237342,0.9030790525694263,0.8475041379911142,0.8722933666308526,0.862328309666928,0.8693546669764112,0.018619400352287825,10,"{'model__criterion': 'gini', 'model__max_depth': 17, 'model__min_samples_leaf': 10, 'model__min_samples_split': 59}"
